index,test_or_train,dialect_region,speaker_id,filename,path_from_data_dir,path_from_data_dir_windows,is_converted_audio,is_audio,is_word_file,is_phonetic_file,is_sentence_file
6410,TRAIN,DR3,MDJM0,SX285.WAV.wav,TRAIN/DR3/MDJM0/SX285.WAV.wav,TRAIN\\DR3\\MDJM0\\SX285.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6411,TRAIN,DR3,MDJM0,SI1455.WAV.wav,TRAIN/DR3/MDJM0/SI1455.WAV.wav,TRAIN\\DR3\\MDJM0\\SI1455.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6412,TRAIN,DR3,MDJM0,SX15.WAV.wav,TRAIN/DR3/MDJM0/SX15.WAV.wav,TRAIN\\DR3\\MDJM0\\SX15.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6413,TRAIN,DR3,MDJM0,SX105.WAV.wav,TRAIN/DR3/MDJM0/SX105.WAV.wav,TRAIN\\DR3\\MDJM0\\SX105.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6414,TRAIN,DR3,MDJM0,SX375.TXT,TRAIN/DR3/MDJM0/SX375.TXT,TRAIN\\DR3\\MDJM0\\SX375.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6415,TRAIN,DR3,MDJM0,SI825.WRD,TRAIN/DR3/MDJM0/SI825.WRD,TRAIN\\DR3\\MDJM0\\SI825.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6416,TRAIN,DR3,MDJM0,SI825.PHN,TRAIN/DR3/MDJM0/SI825.PHN,TRAIN\\DR3\\MDJM0\\SI825.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6417,TRAIN,DR3,MDJM0,SA1.TXT,TRAIN/DR3/MDJM0/SA1.TXT,TRAIN\\DR3\\MDJM0\\SA1.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6418,TRAIN,DR3,MDJM0,SA2.WAV,TRAIN/DR3/MDJM0/SA2.WAV,TRAIN\\DR3\\MDJM0\\SA2.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6419,TRAIN,DR3,MDJM0,SX375.WAV,TRAIN/DR3/MDJM0/SX375.WAV,TRAIN\\DR3\\MDJM0\\SX375.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6420,TRAIN,DR3,MDJM0,SI2085.WRD,TRAIN/DR3/MDJM0/SI2085.WRD,TRAIN\\DR3\\MDJM0\\SI2085.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6421,TRAIN,DR3,MDJM0,SX195.WRD,TRAIN/DR3/MDJM0/SX195.WRD,TRAIN\\DR3\\MDJM0\\SX195.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6422,TRAIN,DR3,MDJM0,SA2.TXT,TRAIN/DR3/MDJM0/SA2.TXT,TRAIN\\DR3\\MDJM0\\SA2.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6423,TRAIN,DR3,MDJM0,SA1.WAV,TRAIN/DR3/MDJM0/SA1.WAV,TRAIN\\DR3\\MDJM0\\SA1.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6424,TRAIN,DR3,MDJM0,SX195.PHN,TRAIN/DR3/MDJM0/SX195.PHN,TRAIN\\DR3\\MDJM0\\SX195.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6425,TRAIN,DR3,MDJM0,SI2085.WAV.wav,TRAIN/DR3/MDJM0/SI2085.WAV.wav,TRAIN\\DR3\\MDJM0\\SI2085.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6426,TRAIN,DR3,MDJM0,SI2085.PHN,TRAIN/DR3/MDJM0/SI2085.PHN,TRAIN\\DR3\\MDJM0\\SI2085.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6427,TRAIN,DR3,MDJM0,SX195.TXT,TRAIN/DR3/MDJM0/SX195.TXT,TRAIN\\DR3\\MDJM0\\SX195.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6428,TRAIN,DR3,MDJM0,SI825.WAV,TRAIN/DR3/MDJM0/SI825.WAV,TRAIN\\DR3\\MDJM0\\SI825.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6429,TRAIN,DR3,MDJM0,SA2.PHN,TRAIN/DR3/MDJM0/SA2.PHN,TRAIN\\DR3\\MDJM0\\SA2.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6430,TRAIN,DR3,MDJM0,SI2085.TXT,TRAIN/DR3/MDJM0/SI2085.TXT,TRAIN\\DR3\\MDJM0\\SI2085.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6431,TRAIN,DR3,MDJM0,SA2.WRD,TRAIN/DR3/MDJM0/SA2.WRD,TRAIN\\DR3\\MDJM0\\SA2.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6432,TRAIN,DR3,MDJM0,SX195.WAV,TRAIN/DR3/MDJM0/SX195.WAV,TRAIN\\DR3\\MDJM0\\SX195.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6433,TRAIN,DR3,MDJM0,SI825.TXT,TRAIN/DR3/MDJM0/SI825.TXT,TRAIN\\DR3\\MDJM0\\SI825.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6434,TRAIN,DR3,MDJM0,SA1.WAV.wav,TRAIN/DR3/MDJM0/SA1.WAV.wav,TRAIN\\DR3\\MDJM0\\SA1.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6435,TRAIN,DR3,MDJM0,SA1.PHN,TRAIN/DR3/MDJM0/SA1.PHN,TRAIN\\DR3\\MDJM0\\SA1.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6436,TRAIN,DR3,MDJM0,SX375.WRD,TRAIN/DR3/MDJM0/SX375.WRD,TRAIN\\DR3\\MDJM0\\SX375.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6437,TRAIN,DR3,MDJM0,SI2085.WAV,TRAIN/DR3/MDJM0/SI2085.WAV,TRAIN\\DR3\\MDJM0\\SI2085.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6438,TRAIN,DR3,MDJM0,SX375.PHN,TRAIN/DR3/MDJM0/SX375.PHN,TRAIN\\DR3\\MDJM0\\SX375.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6439,TRAIN,DR3,MDJM0,SA1.WRD,TRAIN/DR3/MDJM0/SA1.WRD,TRAIN\\DR3\\MDJM0\\SA1.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6440,TRAIN,DR3,MDJM0,SX375.WAV.wav,TRAIN/DR3/MDJM0/SX375.WAV.wav,TRAIN\\DR3\\MDJM0\\SX375.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6441,TRAIN,DR3,MDJM0,SX285.WAV,TRAIN/DR3/MDJM0/SX285.WAV,TRAIN\\DR3\\MDJM0\\SX285.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6442,TRAIN,DR3,MDJM0,SI1455.PHN,TRAIN/DR3/MDJM0/SI1455.PHN,TRAIN\\DR3\\MDJM0\\SI1455.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6443,TRAIN,DR3,MDJM0,SX105.WRD,TRAIN/DR3/MDJM0/SX105.WRD,TRAIN\\DR3\\MDJM0\\SX105.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6444,TRAIN,DR3,MDJM0,SI1455.WRD,TRAIN/DR3/MDJM0/SI1455.WRD,TRAIN\\DR3\\MDJM0\\SI1455.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6445,TRAIN,DR3,MDJM0,SX105.PHN,TRAIN/DR3/MDJM0/SX105.PHN,TRAIN\\DR3\\MDJM0\\SX105.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6446,TRAIN,DR3,MDJM0,SX285.TXT,TRAIN/DR3/MDJM0/SX285.TXT,TRAIN\\DR3\\MDJM0\\SX285.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6447,TRAIN,DR3,MDJM0,SX15.PHN,TRAIN/DR3/MDJM0/SX15.PHN,TRAIN\\DR3\\MDJM0\\SX15.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6448,TRAIN,DR3,MDJM0,SA2.WAV.wav,TRAIN/DR3/MDJM0/SA2.WAV.wav,TRAIN\\DR3\\MDJM0\\SA2.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6449,TRAIN,DR3,MDJM0,SX15.WRD,TRAIN/DR3/MDJM0/SX15.WRD,TRAIN\\DR3\\MDJM0\\SX15.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6450,TRAIN,DR3,MDJM0,SX195.WAV.wav,TRAIN/DR3/MDJM0/SX195.WAV.wav,TRAIN\\DR3\\MDJM0\\SX195.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6451,TRAIN,DR3,MWGR0,SI2236.WRD,TRAIN/DR3/MWGR0/SI2236.WRD,TRAIN\\DR3\\MWGR0\\SI2236.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6452,TRAIN,DR3,MWGR0,SI2236.PHN,TRAIN/DR3/MWGR0/SI2236.PHN,TRAIN\\DR3\\MWGR0\\SI2236.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6453,TRAIN,DR3,MWGR0,SX256.WAV.wav,TRAIN/DR3/MWGR0/SX256.WAV.wav,TRAIN\\DR3\\MWGR0\\SX256.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6454,TRAIN,DR3,MWGR0,SX256.PHN,TRAIN/DR3/MWGR0/SX256.PHN,TRAIN\\DR3\\MWGR0\\SX256.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6455,TRAIN,DR3,MWGR0,SX256.WRD,TRAIN/DR3/MWGR0/SX256.WRD,TRAIN\\DR3\\MWGR0\\SX256.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6456,TRAIN,DR3,MWGR0,SX166.WAV,TRAIN/DR3/MWGR0/SX166.WAV,TRAIN\\DR3\\MWGR0\\SX166.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6457,TRAIN,DR3,MWGR0,SI976.WAV,TRAIN/DR3/MWGR0/SI976.WAV,TRAIN\\DR3\\MWGR0\\SI976.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6458,TRAIN,DR3,MWGR0,SX436.PHN,TRAIN/DR3/MWGR0/SX436.PHN,TRAIN\\DR3\\MWGR0\\SX436.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6459,TRAIN,DR3,MWGR0,SX436.WRD,TRAIN/DR3/MWGR0/SX436.WRD,TRAIN\\DR3\\MWGR0\\SX436.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6460,TRAIN,DR3,MWGR0,SI1606.WAV.wav,TRAIN/DR3/MWGR0/SI1606.WAV.wav,TRAIN\\DR3\\MWGR0\\SI1606.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6461,TRAIN,DR3,MWGR0,SX166.TXT,TRAIN/DR3/MWGR0/SX166.TXT,TRAIN\\DR3\\MWGR0\\SX166.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6462,TRAIN,DR3,MWGR0,SI976.TXT,TRAIN/DR3/MWGR0/SI976.TXT,TRAIN\\DR3\\MWGR0\\SI976.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6463,TRAIN,DR3,MWGR0,SX346.WRD,TRAIN/DR3/MWGR0/SX346.WRD,TRAIN\\DR3\\MWGR0\\SX346.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6464,TRAIN,DR3,MWGR0,SX436.WAV.wav,TRAIN/DR3/MWGR0/SX436.WAV.wav,TRAIN\\DR3\\MWGR0\\SX436.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6465,TRAIN,DR3,MWGR0,SX346.PHN,TRAIN/DR3/MWGR0/SX346.PHN,TRAIN\\DR3\\MWGR0\\SX346.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6466,TRAIN,DR3,MWGR0,SX346.WAV.wav,TRAIN/DR3/MWGR0/SX346.WAV.wav,TRAIN\\DR3\\MWGR0\\SX346.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6467,TRAIN,DR3,MWGR0,SX166.WAV.wav,TRAIN/DR3/MWGR0/SX166.WAV.wav,TRAIN\\DR3\\MWGR0\\SX166.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6468,TRAIN,DR3,MWGR0,SI1606.WRD,TRAIN/DR3/MWGR0/SI1606.WRD,TRAIN\\DR3\\MWGR0\\SI1606.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6469,TRAIN,DR3,MWGR0,SI1606.PHN,TRAIN/DR3/MWGR0/SI1606.PHN,TRAIN\\DR3\\MWGR0\\SI1606.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6470,TRAIN,DR3,MWGR0,SA1.TXT,TRAIN/DR3/MWGR0/SA1.TXT,TRAIN\\DR3\\MWGR0\\SA1.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6471,TRAIN,DR3,MWGR0,SA2.WAV,TRAIN/DR3/MWGR0/SA2.WAV,TRAIN\\DR3\\MWGR0\\SA2.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6472,TRAIN,DR3,MWGR0,SX76.WAV,TRAIN/DR3/MWGR0/SX76.WAV,TRAIN\\DR3\\MWGR0\\SX76.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6473,TRAIN,DR3,MWGR0,SA2.TXT,TRAIN/DR3/MWGR0/SA2.TXT,TRAIN\\DR3\\MWGR0\\SA2.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6474,TRAIN,DR3,MWGR0,SA1.WAV,TRAIN/DR3/MWGR0/SA1.WAV,TRAIN\\DR3\\MWGR0\\SA1.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6475,TRAIN,DR3,MWGR0,SX76.TXT,TRAIN/DR3/MWGR0/SX76.TXT,TRAIN\\DR3\\MWGR0\\SX76.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6476,TRAIN,DR3,MWGR0,SX76.WAV.wav,TRAIN/DR3/MWGR0/SX76.WAV.wav,TRAIN\\DR3\\MWGR0\\SX76.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6477,TRAIN,DR3,MWGR0,SI976.WRD,TRAIN/DR3/MWGR0/SI976.WRD,TRAIN\\DR3\\MWGR0\\SI976.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6478,TRAIN,DR3,MWGR0,SX346.TXT,TRAIN/DR3/MWGR0/SX346.TXT,TRAIN\\DR3\\MWGR0\\SX346.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6479,TRAIN,DR3,MWGR0,SX166.WRD,TRAIN/DR3/MWGR0/SX166.WRD,TRAIN\\DR3\\MWGR0\\SX166.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6480,TRAIN,DR3,MWGR0,SX166.PHN,TRAIN/DR3/MWGR0/SX166.PHN,TRAIN\\DR3\\MWGR0\\SX166.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6481,TRAIN,DR3,MWGR0,SX436.WAV,TRAIN/DR3/MWGR0/SX436.WAV,TRAIN\\DR3\\MWGR0\\SX436.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6482,TRAIN,DR3,MWGR0,SI976.PHN,TRAIN/DR3/MWGR0/SI976.PHN,TRAIN\\DR3\\MWGR0\\SI976.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6483,TRAIN,DR3,MWGR0,SX346.WAV,TRAIN/DR3/MWGR0/SX346.WAV,TRAIN\\DR3\\MWGR0\\SX346.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6484,TRAIN,DR3,MWGR0,SX436.TXT,TRAIN/DR3/MWGR0/SX436.TXT,TRAIN\\DR3\\MWGR0\\SX436.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6485,TRAIN,DR3,MWGR0,SX76.PHN,TRAIN/DR3/MWGR0/SX76.PHN,TRAIN\\DR3\\MWGR0\\SX76.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6486,TRAIN,DR3,MWGR0,SI1606.WAV,TRAIN/DR3/MWGR0/SI1606.WAV,TRAIN\\DR3\\MWGR0\\SI1606.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6487,TRAIN,DR3,MWGR0,SA2.PHN,TRAIN/DR3/MWGR0/SA2.PHN,TRAIN\\DR3\\MWGR0\\SA2.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6488,TRAIN,DR3,MWGR0,SA2.WRD,TRAIN/DR3/MWGR0/SA2.WRD,TRAIN\\DR3\\MWGR0\\SA2.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6489,TRAIN,DR3,MWGR0,SX76.WRD,TRAIN/DR3/MWGR0/SX76.WRD,TRAIN\\DR3\\MWGR0\\SX76.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6490,TRAIN,DR3,MWGR0,SA1.WAV.wav,TRAIN/DR3/MWGR0/SA1.WAV.wav,TRAIN\\DR3\\MWGR0\\SA1.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6491,TRAIN,DR3,MWGR0,SI1606.TXT,TRAIN/DR3/MWGR0/SI1606.TXT,TRAIN\\DR3\\MWGR0\\SI1606.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6492,TRAIN,DR3,MWGR0,SI2236.WAV.wav,TRAIN/DR3/MWGR0/SI2236.WAV.wav,TRAIN\\DR3\\MWGR0\\SI2236.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6493,TRAIN,DR3,MWGR0,SA1.PHN,TRAIN/DR3/MWGR0/SA1.PHN,TRAIN\\DR3\\MWGR0\\SA1.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6494,TRAIN,DR3,MWGR0,SA1.WRD,TRAIN/DR3/MWGR0/SA1.WRD,TRAIN\\DR3\\MWGR0\\SA1.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6495,TRAIN,DR3,MWGR0,SI2236.WAV,TRAIN/DR3/MWGR0/SI2236.WAV,TRAIN\\DR3\\MWGR0\\SI2236.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6496,TRAIN,DR3,MWGR0,SI976.WAV.wav,TRAIN/DR3/MWGR0/SI976.WAV.wav,TRAIN\\DR3\\MWGR0\\SI976.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6497,TRAIN,DR3,MWGR0,SI2236.TXT,TRAIN/DR3/MWGR0/SI2236.TXT,TRAIN\\DR3\\MWGR0\\SI2236.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6498,TRAIN,DR3,MWGR0,SA2.WAV.wav,TRAIN/DR3/MWGR0/SA2.WAV.wav,TRAIN\\DR3\\MWGR0\\SA2.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6499,TRAIN,DR3,MWGR0,SX256.TXT,TRAIN/DR3/MWGR0/SX256.TXT,TRAIN\\DR3\\MWGR0\\SX256.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6500,TRAIN,DR3,MWGR0,SX256.WAV,TRAIN/DR3/MWGR0/SX256.WAV,TRAIN\\DR3\\MWGR0\\SX256.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6501,TRAIN,DR3,FCMG0,SX252.WRD,TRAIN/DR3/FCMG0/SX252.WRD,TRAIN\\DR3\\FCMG0\\SX252.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6502,TRAIN,DR3,FCMG0,SI1872.TXT,TRAIN/DR3/FCMG0/SI1872.TXT,TRAIN\\DR3\\FCMG0\\SI1872.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6503,TRAIN,DR3,FCMG0,SX252.PHN,TRAIN/DR3/FCMG0/SX252.PHN,TRAIN\\DR3\\FCMG0\\SX252.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6504,TRAIN,DR3,FCMG0,SI1872.WAV,TRAIN/DR3/FCMG0/SI1872.WAV,TRAIN\\DR3\\FCMG0\\SI1872.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6505,TRAIN,DR3,FCMG0,SI1242.TXT,TRAIN/DR3/FCMG0/SI1242.TXT,TRAIN\\DR3\\FCMG0\\SI1242.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6506,TRAIN,DR3,FCMG0,SI1872.WAV.wav,TRAIN/DR3/FCMG0/SI1872.WAV.wav,TRAIN\\DR3\\FCMG0\\SI1872.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6507,TRAIN,DR3,FCMG0,SI1242.WAV,TRAIN/DR3/FCMG0/SI1242.WAV,TRAIN\\DR3\\FCMG0\\SI1242.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6508,TRAIN,DR3,FCMG0,SI1142.WAV.wav,TRAIN/DR3/FCMG0/SI1142.WAV.wav,TRAIN\\DR3\\FCMG0\\SI1142.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6509,TRAIN,DR3,FCMG0,SX72.TXT,TRAIN/DR3/FCMG0/SX72.TXT,TRAIN\\DR3\\FCMG0\\SX72.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6510,TRAIN,DR3,FCMG0,SX72.WAV,TRAIN/DR3/FCMG0/SX72.WAV,TRAIN\\DR3\\FCMG0\\SX72.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6511,TRAIN,DR3,FCMG0,SI1142.TXT,TRAIN/DR3/FCMG0/SI1142.TXT,TRAIN\\DR3\\FCMG0\\SI1142.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6512,TRAIN,DR3,FCMG0,SX342.PHN,TRAIN/DR3/FCMG0/SX342.PHN,TRAIN\\DR3\\FCMG0\\SX342.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6513,TRAIN,DR3,FCMG0,SX342.WRD,TRAIN/DR3/FCMG0/SX342.WRD,TRAIN\\DR3\\FCMG0\\SX342.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6514,TRAIN,DR3,FCMG0,SA1.TXT,TRAIN/DR3/FCMG0/SA1.TXT,TRAIN\\DR3\\FCMG0\\SA1.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6515,TRAIN,DR3,FCMG0,SA2.WAV,TRAIN/DR3/FCMG0/SA2.WAV,TRAIN\\DR3\\FCMG0\\SA2.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6516,TRAIN,DR3,FCMG0,SX162.TXT,TRAIN/DR3/FCMG0/SX162.TXT,TRAIN\\DR3\\FCMG0\\SX162.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6517,TRAIN,DR3,FCMG0,SI1142.WAV,TRAIN/DR3/FCMG0/SI1142.WAV,TRAIN\\DR3\\FCMG0\\SI1142.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6518,TRAIN,DR3,FCMG0,SX432.WRD,TRAIN/DR3/FCMG0/SX432.WRD,TRAIN\\DR3\\FCMG0\\SX432.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6519,TRAIN,DR3,FCMG0,SA2.TXT,TRAIN/DR3/FCMG0/SA2.TXT,TRAIN\\DR3\\FCMG0\\SA2.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6520,TRAIN,DR3,FCMG0,SX432.PHN,TRAIN/DR3/FCMG0/SX432.PHN,TRAIN\\DR3\\FCMG0\\SX432.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6521,TRAIN,DR3,FCMG0,SA1.WAV,TRAIN/DR3/FCMG0/SA1.WAV,TRAIN\\DR3\\FCMG0\\SA1.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6522,TRAIN,DR3,FCMG0,SX162.WAV,TRAIN/DR3/FCMG0/SX162.WAV,TRAIN\\DR3\\FCMG0\\SX162.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6523,TRAIN,DR3,FCMG0,SX72.WRD,TRAIN/DR3/FCMG0/SX72.WRD,TRAIN\\DR3\\FCMG0\\SX72.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6524,TRAIN,DR3,FCMG0,SX342.WAV.wav,TRAIN/DR3/FCMG0/SX342.WAV.wav,TRAIN\\DR3\\FCMG0\\SX342.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6525,TRAIN,DR3,FCMG0,SX432.WAV.wav,TRAIN/DR3/FCMG0/SX432.WAV.wav,TRAIN\\DR3\\FCMG0\\SX432.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6526,TRAIN,DR3,FCMG0,SX72.PHN,TRAIN/DR3/FCMG0/SX72.PHN,TRAIN\\DR3\\FCMG0\\SX72.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6527,TRAIN,DR3,FCMG0,SA2.PHN,TRAIN/DR3/FCMG0/SA2.PHN,TRAIN\\DR3\\FCMG0\\SA2.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6528,TRAIN,DR3,FCMG0,SX432.TXT,TRAIN/DR3/FCMG0/SX432.TXT,TRAIN\\DR3\\FCMG0\\SX432.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6529,TRAIN,DR3,FCMG0,SX162.WAV.wav,TRAIN/DR3/FCMG0/SX162.WAV.wav,TRAIN\\DR3\\FCMG0\\SX162.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6530,TRAIN,DR3,FCMG0,SX342.WAV,TRAIN/DR3/FCMG0/SX342.WAV,TRAIN\\DR3\\FCMG0\\SX342.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6531,TRAIN,DR3,FCMG0,SA2.WRD,TRAIN/DR3/FCMG0/SA2.WRD,TRAIN\\DR3\\FCMG0\\SA2.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6532,TRAIN,DR3,FCMG0,SA1.WAV.wav,TRAIN/DR3/FCMG0/SA1.WAV.wav,TRAIN\\DR3\\FCMG0\\SA1.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6533,TRAIN,DR3,FCMG0,SX432.WAV,TRAIN/DR3/FCMG0/SX432.WAV,TRAIN\\DR3\\FCMG0\\SX432.WAV,FALSE,TRUE,FALSE,FALSE,FALSE
6534,TRAIN,DR3,FCMG0,SA1.PHN,TRAIN/DR3/FCMG0/SA1.PHN,TRAIN\\DR3\\FCMG0\\SA1.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6535,TRAIN,DR3,FCMG0,SX162.PHN,TRAIN/DR3/FCMG0/SX162.PHN,TRAIN\\DR3\\FCMG0\\SX162.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6536,TRAIN,DR3,FCMG0,SX72.WAV.wav,TRAIN/DR3/FCMG0/SX72.WAV.wav,TRAIN\\DR3\\FCMG0\\SX72.WAV.wav,TRUE,TRUE,FALSE,FALSE,FALSE
6537,TRAIN,DR3,FCMG0,SI1142.WRD,TRAIN/DR3/FCMG0/SI1142.WRD,TRAIN\\DR3\\FCMG0\\SI1142.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6538,TRAIN,DR3,FCMG0,SI1142.PHN,TRAIN/DR3/FCMG0/SI1142.PHN,TRAIN\\DR3\\FCMG0\\SI1142.PHN,FALSE,FALSE,FALSE,TRUE,FALSE
6539,TRAIN,DR3,FCMG0,SX162.WRD,TRAIN/DR3/FCMG0/SX162.WRD,TRAIN\\DR3\\FCMG0\\SX162.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
6540,TRAIN,DR3,FCMG0,SX342.TXT,TRAIN/DR3/FCMG0/SX342.TXT,TRAIN\\DR3\\FCMG0\\SX342.TXT,FALSE,FALSE,FALSE,FALSE,TRUE
6541,TRAIN,DR3,FCMG0,SA1.WRD,TRAIN/DR3/FCMG0/SA1.WRD,TRAIN\\DR3\\FCMG0\\SA1.WRD,FALSE,FALSE,TRUE,FALSE,FALSE
